フォルダ名,ファイル名,車名,通称名,型式,燃費値（km/L）,燃料種別
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,スズキ,ジムニー,3BA-JB74W,15.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,スズキ,ジムニー,3BA-JB74W,13.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,スバル,フォレスター,5BA-SK9,13.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,スバル,フォレスター,5BA-SK9,13.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,スバル,フォレスター,5AA-SKE,14.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,スバル,フォレスター,5AA-SKE,14.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,スバル,XV,5AA-GTE,15.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,スバル,XV,5AA-GTE,15.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,スバル,BRZ,4BA-ZC6,12.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,スバル,BRZ,4BA-ZC6,12.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,スバル,BRZ,4BA-ZC6,11.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,スバル,BRZ,4BA-ZC6,12.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,スバル,BRZ,4BA-ZC6,11.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ダイハツ,ﾌﾞｰﾝ,5BA-M700S,21.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ダイハツ,ﾌﾞｰﾝ,5BA-M710S,19.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ダイハツ,ロッキー,5BA-A200S,18.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ダイハツ,ロッキー,5BA-A200S,18.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ダイハツ,ロッキー,5BA-A210S,17.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ダイハツ,ロッキー,5BA-A210S,17.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ スポーツ,6AA-ZWE211H,30.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ スポーツ,6AA-ZWE211H,25.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ スポーツ,3BA-NRE210H,16.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ スポーツ,3BA-NRE210H,16.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ スポーツ,3BA-NRE210H,15.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ スポーツ,3BA-NRE210H,15.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ スポーツ,3BA-NRE214H,15.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ,6AA-ZWE211,29.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ,6AA-ZWE211,25.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ,6AA-ZWE214,26.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ,6AA-ZWE214,24.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ,3BA-NRE210,15.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ,3BA-ZRE212,14.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ,3BA-ZRE212,14.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ ツーリング,6AA-ZWE211W,29.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ ツーリング,6AA-ZWE211W,25.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ ツーリング,6AA-ZWE214W,26.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ ツーリング,6AA-ZWE214W,26.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ ツーリング,6AA-ZWE214W,24.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ ツーリング,3BA-NRE210W,15.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ ツーリング,3BA-ZRE212W,14.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カローラ ツーリング,3BA-ZRE212W,14.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,Ｃ－ＨＲ,6AA-ZYX11,25.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,Ｃ－ＨＲ,6AA-ZYX11,25.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,Ｃ－ＨＲ,3BA-NGX10,15.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,シエンタ,6AA-NHP170G,22.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カムリ,6AA-AXVH75,21.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,カムリ,6AA-AXVH75,21.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,ＲＡＶ４,6AA-AXAH52,21.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,ＲＡＶ４,6AA-AXAH54,20.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,ＲＡＶ４,6BA-MXAA52,15.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,ＲＡＶ４,6BA-MXAA54,15.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,パッソ,5BA-M700A,21.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,パッソ,5BA-M710A,19.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,クラウン,6AA-AZSH20,20.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,クラウン,6AA-AZSH20,20.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,クラウン,6AA-AZSH21,18.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,クラウン,6AA-AZSH21,18.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,クラウン,6AA-GWS224,16.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,クラウン,6AA-GWS224,16.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,クラウン,3BA-ARS220,12.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,クラウン,3BA-GRS210,11.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,クラウン,3BA-GRS214,10.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,クラウン,3BA-GRS211,10.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,ポルテ スペイド,5BA-NSP141,19.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,ポルテ スペイド,3BA-NCP145,14.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,ライズ,5BA-A200A,18.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,ライズ,5BA-A200A,18.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,ライズ,5BA-A210A,17.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,ライズ,5BA-A210A,17.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アリオン プレミオ,3BA-NZT260,17.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アリオン プレミオ,3BA-ZRT260,15.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アリオン プレミオ,3BA-ZRT261,14.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アリオン プレミオ,3BA-ZRT265,14.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,6AA-AYH30W,14.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,6AA-AYH30W,14.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-AGH30W,11.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-AGH30W,11.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-AGH30W,11.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-AGH30W,11.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-AGH30W,10.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-AGH30W,10.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-AGH30W,10.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-AGH30W,10.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-AGH35W,11.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-AGH35W,11.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-AGH35W,11.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-AGH35W,10.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-AGH35W,10.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-GGH30W,10.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-GGH30W,10.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-GGH30W,9.9,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-GGH30W,9.9,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-GGH35W,9.9,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,アルファード ヴェルファイア,3BA-GGH35W,9.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,86.0,4BA-ZN6,12.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,86.0,4BA-ZN6,12.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,86.0,4BA-ZN6,11.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,トヨタ,センチュリー,6AA-UWG60,12.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ニッサン,ｽｶｲﾗｲﾝ,5BA-RV37,10.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ニッサン,ｽｶｲﾗｲﾝ,5BA-RV37,10.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ニッサン,ＧＴ－Ｒ,4BA-R35,7.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ニッサン,ＧＴ－Ｒ,4BA-R35,7.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,6AA-RC4,20.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,6AA-RC4,20.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,6AA-RC4,20.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,6AA-RC4,20.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,6AA-RC4,20.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,6AA-RC4,19.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,6BA-RC1,12.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,6BA-RC1,12.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,6BA-RC1,12.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,6BA-RC1,12.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,6BA-RC2,12.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,6BA-RC2,12.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ステップワゴン,6AA-RP5,20.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ステップワゴン,6BA-RP1,13.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ステップワゴン,6BA-RP2,13.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ステップワゴン,6BA-RP2,13.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ステップワゴン,6BA-RP3,13.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ステップワゴン,6BA-RP3,13.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ステップワゴン,6BA-RP4,13.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ステップワゴン,6BA-RP4,13.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＣＲ－Ｖ,6AA-RT5,21.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＣＲ－Ｖ,6AA-RT6,20.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,インサイト,6AA-ZE4,28.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,インサイト,6AA-ZE4,25.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＳＨＵＴＴＬＥ,6AA-GP7,25.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＳＨＵＴＴＬＥ,6AA-GP7,24.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＳＨＵＴＴＬＥ,6AA-GP7,24.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＳＨＵＴＴＬＥ,6AA-GP7,22.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＳＨＵＴＴＬＥ,6AA-GP8,22.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＳＨＵＴＴＬＥ,6AA-GP8,22.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＳＨＵＴＴＬＥ,6AA-GP8,20.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＳＨＵＴＴＬＥ,6BA-GK8,19.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＳＨＵＴＴＬＥ,6BA-GK9,17.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＦＲＥＥＤ,6AA-GB7,20.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＦＲＥＥＤ,6AA-GB7,20.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＦＲＥＥＤ,6AA-GB8,19.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＦＲＥＥＤ,6BA-GB5,17.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＦＲＥＥＤ,6BA-GB6,15.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＦＲＥＥＤ＋,6AA-GB7,20.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＦＲＥＥＤ＋,6AA-GB7,20.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＦＲＥＥＤ＋,6AA-GB8,19.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＦＲＥＥＤ＋,6BA-GB5,17.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,ホンダ,ＦＲＥＥＤ＋,6BA-GB6,15.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 2,3BA-DJLFS,20.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 2,6BA-DJLFS,19.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 2,6BA-DJLFS,19.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 2,6BA-DJLAS,17.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,マツダ教習車,4BA-DJLFJ,18.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,マツダ教習車,4BA-DJLFJ,17.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,3AA-BPEP,18.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,3AA-BPEP,18.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,3AA-BPEP,17.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,3AA-BPEP,17.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,3AA-BPEP,17.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,3AA-BPEP,17.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,3AA-BPEP,17.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,3AA-BPEP,17.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,3AA-BPEP,16.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,3AA-BPEP,16.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,6BA-BP5P,18.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,6BA-BP5P,17.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,6BA-BP5P,16.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,6BA-BP5P,15.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,5BA-BPFP,15.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 3,5BA-BPFP,15.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ロードスター,5BA-ND5RC,17.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ロードスター,5BA-ND5RC,17.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ロードスター,5BA-ND5RC,16.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ロードスター,5BA-NDERC,15.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ロードスター,5BA-NDERC,15.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－３０,3AA-DMFP,17.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－３０,3AA-DMFP,16.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－３０,3AA-DMFP,16.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－３０,3AA-DMFP,16.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－３０,3AA-DMFP,15.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－３０,5BA-DMEP,16.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－３０,5BA-DMEP,15.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－３０,5BA-DMEP,15.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－３０,5BA-DMEP,14.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－３,6BA-DKEFW,16.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－３,6BA-DKEFW,16.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－３,6BA-DKEFW,16.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－３,6BA-DKEAW,15.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－３,6BA-DKEAW,15.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－３,6BA-DKEAW,15.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 6,6BA-GJEFP,15.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 6,6BA-GJEFW,15.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 6,6BA-GJ5FP,14.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 6,6BA-GJ5FW,14.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 6,5BA-GJ5FP,12.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,MAZDA 6,5BA-GJ5FW,12.4,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－５,6BA-KFEP,14.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－５,6BA-KF5P,13.8,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－５,6BA-KF5P,13.0,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－５,5BA-KF5P,12.6,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－５,5BA-KF5P,12.2,ガソリン
令和2年3月,001337994_WLTC_ガソリン乗用車（普通・小型）.xls,マツダ,ＣＸ－８,6BA-KG5P,12.4,ガソリン
