フォルダ名,ファイル名,車名,通称名,型式,燃費値（km/L）,燃料種別
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,ＣＲ－Ｖ,DBA-RM1,15.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,ＣＲ－Ｖ,DBA-RM4,12.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,ストリーム,DBA-RN6,15.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,ストリーム,DBA-RN6,14.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,ストリーム,DBA-RN6,14.6,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,ストリーム,DBA-RN8,15.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,ストリーム,DBA-RN8,14.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,ストリーム,DBA-RN8,14.6,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,ストリーム,DBA-RN7,13.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,ストリーム,DBA-RN7,13.6,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,ストリーム,DBA-RN9,13.6,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,ストリーム,DBA-RN9,13.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,アコード,DBA-CU1,14.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,アコード,DBA-CU1,14.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,アコード,DBA-CU2,11.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,アコード,DBA-CU2,11.6,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,アコード,DBA-CU2,11.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,DBA-RB3,13.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,DBA-RB3,11.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,DBA-RB4,11.6,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,オデッセイ,DBA-RB4,11.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,アコードツアラー,DBA-CW1,13.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,アコードツアラー,DBA-CW1,12.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,アコードツアラー,DBA-CW2,11.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン,DBA-RR1,10.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン,DBA-RR1,10.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン,DBA-RR2,10.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン,DBA-RR2,10.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン,DBA-RR2,10.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン,DBA-RR3,9.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン,DBA-RR3,9.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン,DBA-RR4,9.5,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン,DBA-RR4,9.5,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン,DBA-RR4,9.1,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン,DBA-RR4,9.1,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン プレステージ,DBA-RR1,10.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン プレステージ,DBA-RR1,10.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン プレステージ,DBA-RR2,10.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン プレステージ,DBA-RR2,10.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン プレステージ,DBA-RR2,10.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン プレステージ,DBA-RR5,8.5,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン プレステージ,DBA-RR5,8.5,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン プレステージ,DBA-RR6,8.3,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン プレステージ,DBA-RR6,8.3,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン プレステージ,DBA-RR6,8.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,ホンダ,エリシオン プレステージ,DBA-RR6,8.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,デミオ,DBA-DEJFS,30.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,デミオ,DBA-DEJFS,27.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,デミオ,DBA-DE3FS,21.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,デミオ,DBA-DE3FS,21.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,デミオ,DBA-DE5FS,20.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,デミオ,DBA-DE5FS,19.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,デミオ,DBA-DE5FS,19.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,デミオ,DBA-DE3AS,17.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,アクセラ,DBA-BL5FW,18.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,アクセラ,DBA-BL5FP,18.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,アクセラ,DBA-BL5FP,16.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,アクセラ,DBA-BLEAP,11.6,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,アクセラ,DBA-BLEAW,11.6,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,ベリーサ,DBA-DC5W,18.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,ベリーサ,DBA-DC5R,17.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,プレマシー,DBA-CWEFW,16.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,プレマシー,DBA-CWEFW,15.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,プレマシー,DBA-CWEFW,15.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,マツダ,プレマシー,DBA-CWEAW,11.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,DBA-CY6A,17.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,DBA-CY6A,16.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,DBA-CX6A,17.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,DBA-CX6A,16.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,DBA-CY3A,15.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,DBA-CY3A,15.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,DBA-CX3A,15.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,DBA-CX3A,15.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,DBA-CY4A,13.6,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,DBA-CY4A,13.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,DBA-CY4A,13.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,DBA-CX4A,13.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,DBA-CX4A,13.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,DBA-CX4A,13.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,CBA-CY4A,10.6,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ギャラン,CBA-CX4A,10.6,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ＲＶＲ,DBA-GA4W,17.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ＲＶＲ,DBA-GA4W,16.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ＲＶＲ,DBA-GA3W,15.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ＲＶＲ,DBA-GA3W,15.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,デリカ,DBA-CV2W,15.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,デリカ,DBA-CV5W,11.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,ランサーエボ,CBA-CZ4A,10.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,リューション,CBA-CZ4A,10.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,リューション,CBA-CZ4A,10.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,パジェロ,DBA-V83W,9.3,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,パジェロ,DBA-V83W,9.3,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,パジェロ,DBA-V93W,9.1,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,パジェロ,DBA-V93W,9.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,パジェロ,CBA-V87W,8.5,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,パジェロ,CBA-V87W,8.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,パジェロ,CBA-V97W,8.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,デリカＤ：２,DBA-MB15S,22.5,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,デリカＤ：２,DBA-MB15S,21.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,デリカＤ：２,DBA-MB15S,20.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,三菱,デリカ Ｄ：３,DBA-BM20,13.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,CT200h,DAA-ZWA10,34.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,CT200h,DAA-ZWA10,32.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,ＨＳ２５０ｈ,DAA-ANF10,23.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,ＧＳ４５０ｈ,DAA-GWL10,20.5,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,ＲＸ４５０ｈ,DAA-GYL10W,19.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,ＲＸ４５０ｈ,DAA-GYL15W,18.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,ＲＸ４５０ｈ,DAA-GYL16W,18.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,IS250,DBA-GSE20,12.2,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,IS250,DBA-GSE25,10.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,ＧＳ２５０,DBA-GRL11,11.6,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,ＲＸ２７０,DBA-AGL10W,10.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,IS350,DBA-GSE21,10.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,ＧＳ３５０,DBA-GRL10,10.0,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,ＧＳ３５０,DBA-GRL15,9.8,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,ＧＳ３５０,DBA-GRL15,9.5,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,ＲＸ３５０,DBA-GGL10W,9.7,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,ＲＸ３５０,DBA-GGL15W,9.4,ガソリン
平成25年3月,000989169_10・15_ガソリン乗用車（普通・小型）.xls,Lexus,IS Ｆ,DBA-USE20,8.2,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,アルト,DBA-HA25S,24.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,アルト,DBA-HA25S,22.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,アルト,DBA-HA25S,24.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,アルト,DBA-HA25S,23.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,アルト,DBA-HA25S,22.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,アルト,DBA-HA25S,23.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,アルト ラパン,DBA-HE22S,22.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,アルト ラパン,DBA-HE22S,25.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,アルト ラパン,DBA-HE22S,20.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,アルト ラパン,DBA-HE22S,23.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,アルト ラパン,DBA-HE22S,23.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,アルト ラパン,DBA-HE22S,21.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,MRワゴン,DBA-MF33S,23.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,MRワゴン,DBA-MF33S,30.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,MRワゴン,DBA-MF33S,22.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,MRワゴン,DBA-MF33S,21.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,パレット,DBA-MK21S,20.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,パレット,DBA-MK21S,22.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,パレット,DBA-MK21S,21.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,パレット,DBA-MK21S,21.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,パレット,CBA-MK21S,18.8,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,パレット,CBA-MK21S,19.8,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,エブリイ,ABA-DA64W,15.8,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,エブリイ,ABA-DA64W,15.4,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,エブリイ,ABA-DA64W,15.2,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,エブリイ,ABA-DA64W,15.2,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,エブリイ,ABA-DA64W,14.4,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,ジムニー,ABA-JB23W,16.4,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スズキ,ジムニー,ABA-JB23W,14.8,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スバル,ステラ,DBA-LA100F,30.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スバル,ステラ,DBA-LA100F,25.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スバル,ステラ,DBA-LA100F,22.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スバル,ステラ,DBA-LA110F,27.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スバル,ステラ,DBA-LA110F,24.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スバル,ステラ,DBA-LA110F,21.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スバル,ルクラ,DBA-L455F,24.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スバル,ルクラ,DBA-L465F,26.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スバル,ルクラ,DBA-L465F,23.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スバル,ルクラ,CBA-L455F,19.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,スバル,ルクラ,CBA-L465F,19.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾐﾗ ｲｰｽ,DBA-LA300S,32.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾐﾗ ｲｰｽ,DBA-LA310S,30.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾐﾗ ｺｺｱ,DBA-L675S,27.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾐﾗ ｺｺｱ,DBA-L685S,27.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾑｰｳﾞ ｺﾝﾃ,DBA-L575S,27.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾑｰｳﾞ ｺﾝﾃ,DBA-L575S,24.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾑｰｳﾞ ｺﾝﾃ,DBA-L585S,26.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾑｰｳﾞ ｺﾝﾃ,DBA-L585S,23.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾀﾝﾄ ｴｸﾞｾﾞ,DBA-L455S,24.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾀﾝﾄ ｴｸﾞｾﾞ,DBA-L465S,26.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾀﾝﾄ ｴｸﾞｾﾞ,DBA-L465S,23.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾀﾝﾄ,DBA-L375S,24.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾀﾝﾄ,DBA-L385S,26.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾀﾝﾄ,DBA-L385S,23.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾐﾗ,DBA-L275S,24.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾐﾗ,DBA-L275S,24.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾐﾗ,DBA-L285S,23.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ダイハツ,ﾐﾗ,DBA-L285S,23.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,トヨタ,ピクシス エポック*,DBA-LA300A,32.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,トヨタ,ピクシス エポック*,DBA-LA310A,30.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,トヨタ,ピクシス スペース *,DBA-L575A,27.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,トヨタ,ピクシス スペース *,DBA-L575A,24.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,トヨタ,ピクシス スペース *,DBA-L585A,26.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,トヨタ,ピクシス スペース *,DBA-L585A,23.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,トヨタ,ピクシス スペース *,CBA-L575A,19.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,トヨタ,ピクシス スペース *,CBA-L585A,18.2,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,モコ,DBA-MG33S,30.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,モコ,DBA-MG33S,25.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,モコ,DBA-MG33S,23.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,モコ,DBA-MG33S,22.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,モコ,DBA-MG33S,21.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,ルークス,DBA-ML21S,22.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,ルークス,DBA-ML21S,21.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,ルークス,DBA-ML21S,21.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,ルークス,CBA-ML21S,19.8,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,オッティ,DBA-H92W,23.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,オッティ,DBA-H92W,22.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,オッティ,DBA-H92W,21.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,オッティ,DBA-H92W,21.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,オッティ,DBA-H92W,20.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,オッティ,DBA-H92W,19.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ニッサン,オッティ,DBA-H92W,18.2,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ホンダ,Ｎ ＢＯＸ,DBA-JF1,24.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ホンダ,Ｎ ＢＯＸ,DBA-JF2,23.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ホンダ,Ｎ ＢＯＸ Ｃｕｓｔｏｍ,DBA-JF1,24.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ホンダ,Ｎ ＢＯＸ Ｃｕｓｔｏｍ,DBA-JF1,21.0,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ホンダ,Ｎ ＢＯＸ Ｃｕｓｔｏｍ,DBA-JF2,23.5,ガソリン
平成25年3月,000989172_10・15_ガソリン乗用車（軽自動車）.xls,ホンダ,Ｎ ＢＯＸ Ｃｕｓｔｏｍ,DBA-JF2,18.8,ガソリン
